[2024-12-12 00:56:41,412: INFO: utils]: yaml  file: config.yaml loaded successfully
[2024-12-12 01:01:08,813: INFO: app]: ID card type selected: PAN
[2024-12-12 01:01:08,813: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:01:08,816: INFO: app]: Face image loaded.
[2024-12-12 01:01:08,823: INFO: app]: ID card image loaded.
[2024-12-12 01:01:08,842: INFO: preprocess]: contours are found at, (133, 54, 743, 466)
[2024-12-12 01:01:08,843: INFO: utils]: File exists at C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\contour_id.jpg
[2024-12-12 01:01:08,857: INFO: app]: ID card ROI extracted.
[2024-12-12 01:01:08,857: INFO: face_verification]: Extracting face...
[2024-12-12 01:01:08,948: INFO: face_verification]: Extracted face saved at: C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 01:01:08,951: INFO: utils]: File exists at data\02_intermediate_data\face_image.jpg
[2024-12-12 01:01:08,953: INFO: preprocess]: Image saved successfully: data\02_intermediate_data\face_image.jpg
[2024-12-12 01:01:08,954: INFO: app]: Faces extracted and saved.
[2024-12-12 01:01:08,954: INFO: face_verification]: Verifying the images....
[2024-12-12 01:01:08,954: INFO: utils]: File exists at data\02_intermediate_data\face_image.jpg
[2024-12-12 01:01:08,954: INFO: utils]: File exists at C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 01:01:09,527: INFO: face_verification]: Faces are verified as the same person
[2024-12-12 01:01:09,527: INFO: app]: Face verification status: successful.
[2024-12-12 01:01:09,527: INFO: ocr_engine]: Text Extraction Started...
[2024-12-12 01:01:09,533: WARNING: easyocr]: Neither CUDA nor MPS are available - defaulting to CPU. Note: This module is much faster with a GPU.
[2024-12-12 01:01:11,796: INFO: ocr_engine]: Inside Try-Catch...
[2024-12-12 01:01:14,783: INFO: ocr_engine]: Extracted Text: |Governmentonindia|Abhishek Tiwari|DOB|07/05/2002|MALE|8|8173 2997 3675|
[2024-12-12 01:01:14,784: INFO: app]: Text extracted and information parsed from ID card.
[2024-12-12 01:01:14,859: INFO: sql_connection]: No records found.
[2024-12-12 01:01:14,866: INFO: sql_connection]: No records found.
[2024-12-12 01:01:14,866: INFO: sql_connection]: No duplicate records found.
[2024-12-12 01:04:57,242: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:04:57,243: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:04:57,244: INFO: app]: ID card type selected: PAN
[2024-12-12 01:04:57,245: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:04:57,246: INFO: preprocess]: Error reading image: 'NoneType' object has no attribute 'read'
[2024-12-12 01:04:57,247: INFO: app]: Face image loaded.
[2024-12-12 01:04:57,247: ERROR: app]: No face image uploaded.
[2024-12-12 01:04:58,365: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:04:58,367: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:04:58,368: INFO: app]: ID card type selected: PAN
[2024-12-12 01:04:58,369: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:05:09,428: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:05:09,429: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:05:09,430: INFO: app]: ID card type selected: PAN
[2024-12-12 01:05:09,431: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:05:09,433: INFO: preprocess]: Error reading image: 'NoneType' object has no attribute 'read'
[2024-12-12 01:05:09,433: INFO: app]: Face image loaded.
[2024-12-12 01:05:09,434: ERROR: app]: No face image uploaded.
[2024-12-12 01:05:22,526: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:05:22,527: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:05:22,528: INFO: app]: ID card type selected: PAN
[2024-12-12 01:05:22,529: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:05:22,531: INFO: app]: Face image loaded.
[2024-12-12 01:05:22,542: INFO: app]: ID card image loaded.
[2024-12-12 01:05:22,545: INFO: preprocess]: contours are found at, (0, 0, 528, 352)
[2024-12-12 01:05:22,546: INFO: utils]: File exists at C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\contour_id.jpg
[2024-12-12 01:05:22,553: INFO: app]: ID card ROI extracted.
[2024-12-12 01:05:22,554: INFO: face_verification]: Extracting face...
[2024-12-12 01:05:22,634: INFO: face_verification]: Extracted face saved at: C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 01:05:22,635: INFO: utils]: File exists at data\02_intermediate_data\face_image.jpg
[2024-12-12 01:05:22,636: INFO: preprocess]: Image saved successfully: data\02_intermediate_data\face_image.jpg
[2024-12-12 01:05:22,636: INFO: app]: Faces extracted and saved.
[2024-12-12 01:05:22,637: INFO: face_verification]: Verifying the images....
[2024-12-12 01:05:22,637: INFO: utils]: File exists at data\02_intermediate_data\face_image.jpg
[2024-12-12 01:05:22,637: INFO: utils]: File exists at C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 01:05:23,230: INFO: face_verification]: Faces are verified as the same person
[2024-12-12 01:05:23,230: INFO: app]: Face verification status: successful.
[2024-12-12 01:05:23,230: INFO: ocr_engine]: Text Extraction Started...
[2024-12-12 01:05:23,232: WARNING: easyocr]: Neither CUDA nor MPS are available - defaulting to CPU. Note: This module is much faster with a GPU.
[2024-12-12 01:05:25,220: INFO: ocr_engine]: Inside Try-Catch...
[2024-12-12 01:05:26,901: INFO: ocr_engine]: Extracted Text: |INCOME TAX DEPARTMENT|GOVT OF INDIA|HANSRAJ YADAV|RAMKISHOR YADAV|20/12/1986|Permanent Account|ACMPY3865H|Slgnature|
[2024-12-12 01:05:26,902: INFO: app]: Text extracted and information parsed from ID card.
[2024-12-12 01:05:26,906: INFO: sql_connection]: No records found.
[2024-12-12 01:05:26,908: INFO: sql_connection]: No records found.
[2024-12-12 01:05:26,908: INFO: sql_connection]: No duplicate records found.
[2024-12-12 01:10:46,744: INFO: utils]: yaml  file: config.yaml loaded successfully
[2024-12-12 01:10:46,751: INFO: utils]: yaml  file: config.yaml loaded successfully
[2024-12-12 01:10:46,783: INFO: face_verification]: Extracting face...
[2024-12-12 01:10:47,101: INFO: face_verification]: Extracted face saved at: C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 01:10:47,411: INFO: sql_connection]: Connection established with database
[2024-12-12 01:10:47,415: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:10:47,415: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:10:47,416: INFO: app]: ID card type selected: PAN
[2024-12-12 01:10:47,417: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:11:09,769: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:11:09,770: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:11:09,771: INFO: app]: ID card type selected: PAN
[2024-12-12 01:11:09,772: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:11:09,773: INFO: preprocess]: Error reading image: 'NoneType' object has no attribute 'read'
[2024-12-12 01:11:09,773: INFO: app]: Face image loaded.
[2024-12-12 01:11:09,775: ERROR: app]: No face image uploaded.
[2024-12-12 01:11:13,098: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:11:13,099: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:11:13,100: INFO: app]: ID card type selected: PAN
[2024-12-12 01:11:13,101: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:11:13,103: INFO: app]: Face image loaded.
[2024-12-12 01:11:13,110: INFO: app]: ID card image loaded.
[2024-12-12 01:11:13,117: INFO: preprocess]: contours are found at, (133, 54, 743, 466)
[2024-12-12 01:11:13,117: INFO: utils]: File exists at C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\contour_id.jpg
[2024-12-12 01:11:13,130: INFO: app]: ID card ROI extracted.
[2024-12-12 01:11:13,130: INFO: face_verification]: Extracting face...
[2024-12-12 01:11:13,230: INFO: face_verification]: Extracted face saved at: C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 01:11:13,233: INFO: utils]: File exists at data\02_intermediate_data\face_image.jpg
[2024-12-12 01:11:13,234: INFO: preprocess]: Image saved successfully: data\02_intermediate_data\face_image.jpg
[2024-12-12 01:11:13,235: INFO: app]: Faces extracted and saved.
[2024-12-12 01:11:13,235: INFO: face_verification]: Verifying the images....
[2024-12-12 01:11:13,235: INFO: utils]: File exists at data\02_intermediate_data\face_image.jpg
[2024-12-12 01:11:13,235: INFO: utils]: File exists at C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 01:11:13,852: INFO: face_verification]: Faces are verified as the same person
[2024-12-12 01:11:13,852: INFO: app]: Face verification status: successful.
[2024-12-12 01:11:13,852: INFO: ocr_engine]: Text Extraction Started...
[2024-12-12 01:11:13,853: WARNING: easyocr]: Neither CUDA nor MPS are available - defaulting to CPU. Note: This module is much faster with a GPU.
[2024-12-12 01:11:16,081: INFO: ocr_engine]: Inside Try-Catch...
[2024-12-12 01:11:18,602: INFO: ocr_engine]: Extracted Text: |Governmentonindia|Abhishek Tiwari|DOB|07/05/2002|MALE|8|8173 2997 3675|
[2024-12-12 01:11:18,603: INFO: app]: Text extracted and information parsed from ID card.
[2024-12-12 01:11:18,606: ERROR: app]: Error converting DOB: time data '' does not match format '%d-%m-%Y'
[2024-12-12 01:13:31,163: INFO: utils]: yaml  file: config.yaml loaded successfully
[2024-12-12 01:13:31,168: INFO: utils]: yaml  file: config.yaml loaded successfully
[2024-12-12 01:13:31,199: INFO: face_verification]: Extracting face...
[2024-12-12 01:13:31,500: INFO: face_verification]: Extracted face saved at: C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 01:13:31,761: INFO: sql_connection]: Connection established with database
[2024-12-12 01:13:31,765: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:13:31,766: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:13:31,767: INFO: app]: ID card type selected: PAN
[2024-12-12 01:13:31,768: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:13:38,605: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:13:38,606: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:13:38,607: INFO: app]: ID card type selected: PAN
[2024-12-12 01:13:38,607: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:13:38,609: INFO: preprocess]: Error reading image: 'NoneType' object has no attribute 'read'
[2024-12-12 01:13:38,609: INFO: app]: Face image loaded.
[2024-12-12 01:13:38,610: ERROR: app]: No face image uploaded.
[2024-12-12 01:13:41,199: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:13:41,200: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:13:41,202: INFO: app]: ID card type selected: PAN
[2024-12-12 01:13:41,202: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:13:41,204: INFO: app]: Face image loaded.
[2024-12-12 01:13:41,212: INFO: app]: ID card image loaded.
[2024-12-12 01:13:41,219: INFO: preprocess]: contours are found at, (133, 54, 743, 466)
[2024-12-12 01:13:41,219: INFO: utils]: File exists at C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\contour_id.jpg
[2024-12-12 01:13:41,229: INFO: app]: ID card ROI extracted.
[2024-12-12 01:13:41,229: INFO: face_verification]: Extracting face...
[2024-12-12 01:13:41,321: INFO: face_verification]: Extracted face saved at: C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 01:13:41,324: INFO: utils]: File exists at data\02_intermediate_data\face_image.jpg
[2024-12-12 01:13:41,326: INFO: preprocess]: Image saved successfully: data\02_intermediate_data\face_image.jpg
[2024-12-12 01:13:41,326: INFO: app]: Faces extracted and saved.
[2024-12-12 01:13:41,326: INFO: face_verification]: Verifying the images....
[2024-12-12 01:13:41,326: INFO: utils]: File exists at data\02_intermediate_data\face_image.jpg
[2024-12-12 01:13:41,327: INFO: utils]: File exists at C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 01:13:41,920: INFO: face_verification]: Faces are verified as the same person
[2024-12-12 01:13:41,921: INFO: app]: Face verification status: successful.
[2024-12-12 01:13:41,921: INFO: ocr_engine]: Text Extraction Started...
[2024-12-12 01:13:41,921: WARNING: easyocr]: Neither CUDA nor MPS are available - defaulting to CPU. Note: This module is much faster with a GPU.
[2024-12-12 01:13:44,137: INFO: ocr_engine]: Inside Try-Catch...
[2024-12-12 01:13:46,622: INFO: ocr_engine]: Extracted Text: |Governmentonindia|Abhishek Tiwari|DOB|07/05/2002|MALE|8|8173 2997 3675|
[2024-12-12 01:13:46,623: INFO: app]: Text extracted and information parsed from ID card.
[2024-12-12 01:13:46,627: INFO: sql_connection]: No records found.
[2024-12-12 01:13:46,633: INFO: sql_connection]: No records found.
[2024-12-12 01:13:46,634: INFO: sql_connection]: No duplicate records found.
[2024-12-12 01:13:56,552: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:13:56,552: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:13:56,554: INFO: app]: ID card type selected: PAN
[2024-12-12 01:13:56,554: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:13:56,556: INFO: preprocess]: Error reading image: 'NoneType' object has no attribute 'read'
[2024-12-12 01:13:56,556: INFO: app]: Face image loaded.
[2024-12-12 01:13:56,556: ERROR: app]: No face image uploaded.
[2024-12-12 01:14:02,332: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:14:02,332: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:14:02,333: INFO: app]: ID card type selected: PAN
[2024-12-12 01:14:02,334: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:14:02,335: INFO: app]: Face image loaded.
[2024-12-12 01:14:02,343: INFO: app]: ID card image loaded.
[2024-12-12 01:14:02,351: INFO: preprocess]: contours are found at, (133, 54, 743, 466)
[2024-12-12 01:14:02,351: INFO: utils]: File exists at C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\contour_id.jpg
[2024-12-12 01:14:02,359: INFO: app]: ID card ROI extracted.
[2024-12-12 01:14:02,359: INFO: face_verification]: Extracting face...
[2024-12-12 01:14:02,451: INFO: face_verification]: Extracted face saved at: C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 01:14:02,454: INFO: utils]: File exists at data\02_intermediate_data\face_image.jpg
[2024-12-12 01:14:02,455: INFO: preprocess]: Image saved successfully: data\02_intermediate_data\face_image.jpg
[2024-12-12 01:14:02,456: INFO: app]: Faces extracted and saved.
[2024-12-12 01:14:02,456: INFO: face_verification]: Verifying the images....
[2024-12-12 01:14:02,456: INFO: utils]: File exists at data\02_intermediate_data\face_image.jpg
[2024-12-12 01:14:02,456: INFO: utils]: File exists at C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 01:14:03,035: INFO: face_verification]: Faces are not verified as the same person
[2024-12-12 01:14:03,035: INFO: app]: Face verification status: failed.
[2024-12-12 01:14:08,004: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:14:08,004: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:14:08,006: INFO: app]: ID card type selected: PAN
[2024-12-12 01:14:08,006: INFO: app]: Header set for PAN Card registration.
[2024-12-12 01:14:08,008: INFO: preprocess]: Error reading image: 'NoneType' object has no attribute 'read'
[2024-12-12 01:14:08,008: INFO: app]: Face image loaded.
[2024-12-12 01:14:08,009: ERROR: app]: No face image uploaded.
[2024-12-12 01:14:09,017: INFO: app]: Page layout set to wider configuration.
[2024-12-12 01:14:09,018: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 01:14:09,019: INFO: app]: ID card type selected: PAN
[2024-12-12 01:14:09,019: INFO: app]: Header set for PAN Card registration.
[2024-12-12 02:42:12,425: INFO: utils]: yaml  file: config.yaml loaded successfully
[2024-12-12 02:42:29,419: WARNING: module_wrapper]: From C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\project\Lib\site-packages\tf_keras\src\losses.py:2976: The name tf.losses.sparse_softmax_cross_entropy is deprecated. Please use tf.compat.v1.losses.sparse_softmax_cross_entropy instead.

[2024-12-12 02:42:30,049: INFO: utils]: yaml  file: config.yaml loaded successfully
[2024-12-12 02:42:30,080: INFO: face_verification]: Extracting face...
[2024-12-12 02:42:30,729: INFO: face_verification]: Extracted face saved at: C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 02:42:31,087: INFO: sql_connection]: Connection established with database
[2024-12-12 10:34:57,055: INFO: utils]: yaml  file: config.yaml loaded successfully
[2024-12-12 10:35:13,319: WARNING: module_wrapper]: From C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\project\Lib\site-packages\tf_keras\src\losses.py:2976: The name tf.losses.sparse_softmax_cross_entropy is deprecated. Please use tf.compat.v1.losses.sparse_softmax_cross_entropy instead.

[2024-12-12 10:35:14,271: INFO: utils]: yaml  file: config.yaml loaded successfully
[2024-12-12 10:35:14,318: INFO: face_verification]: Extracting face...
[2024-12-12 10:35:15,111: INFO: face_verification]: Extracted face saved at: C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 10:35:15,592: INFO: sql_connection]: Connection established with database
[2024-12-12 10:35:16,354: INFO: app]: Page layout set to wider configuration.
[2024-12-12 10:35:16,355: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 10:35:16,356: INFO: app]: ID card type selected: PAN
[2024-12-12 10:35:16,357: INFO: app]: Header set for PAN Card registration.
[2024-12-12 12:14:35,163: INFO: utils]: yaml  file: config.yaml loaded successfully
[2024-12-12 12:14:48,162: WARNING: module_wrapper]: From C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\project\Lib\site-packages\tf_keras\src\losses.py:2976: The name tf.losses.sparse_softmax_cross_entropy is deprecated. Please use tf.compat.v1.losses.sparse_softmax_cross_entropy instead.

[2024-12-12 12:14:48,963: INFO: utils]: yaml  file: config.yaml loaded successfully
[2024-12-12 12:14:49,006: INFO: face_verification]: Extracting face...
[2024-12-12 12:14:49,820: INFO: face_verification]: Extracted face saved at: C:\Users\HARSHUL\Desktop\ekyc\E-KYC-\data\02_intermediate_data\extracted_face.jpg
[2024-12-12 12:14:50,290: INFO: sql_connection]: Connection established with database
[2024-12-12 12:14:50,894: INFO: app]: Page layout set to wider configuration.
[2024-12-12 12:14:50,894: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 12:14:50,896: INFO: app]: ID card type selected: PAN
[2024-12-12 12:14:50,897: INFO: app]: Header set for PAN Card registration.
[2024-12-12 12:17:50,785: INFO: app]: Page layout set to wider configuration.
[2024-12-12 12:17:50,785: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 12:17:50,787: INFO: app]: ID card type selected: PAN
[2024-12-12 12:17:50,787: INFO: app]: Header set for PAN Card registration.
[2024-12-12 12:17:50,788: INFO: preprocess]: Error reading image: 'NoneType' object has no attribute 'read'
[2024-12-12 12:17:50,789: INFO: app]: Face image loaded.
[2024-12-12 12:17:50,790: ERROR: app]: No face image uploaded.
[2024-12-12 12:17:59,783: INFO: app]: Page layout set to wider configuration.
[2024-12-12 12:17:59,784: INFO: app]: Custom theme applied to Streamlit app.
[2024-12-12 12:17:59,786: INFO: app]: ID card type selected: PAN
